frame_id,target1_pos_x,target1_pos_y,target2_pos_x,target2_pos_y
0,8.265,16.175,16.288,8.125
1,8.279,16.178,16.302,8.127
2,8.349,16.185,16.372,8.135
3,8.426,16.185,16.449,8.135
4,8.496,16.187,16.519,8.128
5,8.566,16.187,16.589,8.12
6,8.643,16.176,16.666,8.113
7,8.713,16.155,16.736,8.107
8,8.783,16.129,16.806,8.097
9,8.854,16.097,16.883,8.086
10,8.912,16.061,16.953,8.067
11,8.972,16.001,17.037,8.041
12,9.016,15.945,17.106,8.017
13,9.046,15.883,17.166,7.985
14,9.068,15.806,17.23,7.942
15,9.075,15.736,17.29,7.902
16,9.075,15.659,17.345,7.848
17,9.073,15.589,17.387,7.79
18,9.053,15.512,17.427,7.724
19,9.028,15.445,17.454,7.658
20,8.992,15.379,17.465,7.581
21,8.952,15.321,17.46,7.511
22,8.906,15.269,17.457,7.441
23,8.855,15.211,17.445,7.364
24,8.801,15.166,17.427,7.294
25,8.735,15.124,17.406,7.217
26,8.675,15.094,17.383,7.147
27,8.609,15.059,17.342,7.081
28,8.542,15.032,17.302,7.021
29,8.444,15.01,17.246,6.941
30,8.374,15.001,17.201,6.888
31,8.297,14.991,17.138,6.842
32,8.22,14.986,17.068,6.809
33,8.143,14.996,16.991,6.792
34,8.07,15.028,16.914,6.788
35,8.005,15.058,16.844,6.794
36,7.939,15.092,16.767,6.805
37,7.867,15.15,16.676,6.818
38,7.811,15.194,16.606,6.829
39,7.763,15.245,16.536,6.843
40,7.728,15.312,16.459,6.86
41,7.698,15.372,16.389,6.877
42,7.667,15.444,16.314,6.902
43,7.646,15.514,16.254,6.936
44,7.629,15.584,16.194,6.976
45,7.608,15.661,16.134,7.025
46,7.588,15.731,16.089,7.08
47,7.568,15.801,16.046,7.137
48,7.556,15.878,16.009,7.203
49,7.555,15.948,15.979,7.265
50,7.555,16.025,15.943,7.331
51,7.549,16.102,15.91,7.4
52,7.552,16.172,15.88,7.467
53,7.563,16.249,15.855,7.544
54,7.576,16.319,15.843,7.614
55,7.599,16.389,15.838,7.684
56,7.632,16.461,15.834,7.761
57,7.672,16.521,15.843,7.831
58,7.712,16.581,15.859,7.901
59,7.757,16.636,15.888,7.965
60,7.812,16.691,15.929,8.031
61,7.872,16.751,15.979,8.101
62,7.922,16.801,16.024,8.156
63,7.978,16.843,16.072,8.208
64,8.048,16.874,16.116,8.274
65,8.118,16.888,16.164,8.327
66,8.188,16.898,16.224,8.367
67,8.265,16.905,16.29,8.404
68,8.335,16.901,16.35,8.443
69,8.405,16.891,16.418,8.468
70,8.482,16.88,16.495,8.493
71,8.552,16.859,16.565,8.499
72,8.622,16.83,16.635,8.493
73,8.694,16.794,16.712,8.475
74,8.754,16.755,16.782,8.455
75,8.815,16.72,16.847,8.427
76,8.879,16.674,16.912,8.385
77,8.929,16.624,16.968,8.34
78,8.97,16.568,17.013,8.285
79,9.003,16.501,17.057,8.219
80,9.032,16.435,17.097,8.159
81,9.058,16.359,17.141,8.093
82,9.074,16.289,17.175,8.032
83,9.077,16.219,17.201,7.964
84,9.064,16.128,17.226,7.873
85,9.043,16.058,17.234,7.803
86,9.014,15.992,17.228,7.733
87,8.973,15.933,17.213,7.663
88,8.918,15.878,17.189,7.586
89,8.866,15.831,17.169,7.516
90,8.811,15.776,17.142,7.44
91,8.761,15.726,17.114,7.372
92,8.707,15.683,17.082,7.312
93,8.641,15.646,17.033,7.251
94,8.581,15.613,16.983,7.2
95,8.517,15.583,16.927,7.156
96,8.44,15.558,16.861,7.112
97,8.37,15.541,16.797,7.083
98,8.3,15.532,16.727,7.066
99,8.223,15.539,16.65,7.059
100,8.153,15.555,16.58,7.066
101,8.083,15.582,16.51,7.081
102,8.006,15.609,16.433,7.102
103,7.943,15.643,16.363,7.125
104,7.883,15.681,16.293,7.145
105,7.817,15.725,16.221,7.174
106,7.763,15.771,16.152,7.202
107,7.711,15.819,16.092,7.238
108,7.659,15.877,16.031,7.287
109,7.619,15.937,15.981,7.337
110,7.578,15.994,15.935,7.392
111,7.534,16.06,15.894,7.458
112,7.502,16.121,15.862,7.521
113,7.472,16.181,15.837,7.591
114,7.445,16.254,15.812,7.668
115,7.441,16.324,15.79,7.738
116,7.446,16.408,15.777,7.822
117,7.456,16.478,15.774,7.892
118,7.469,16.555,15.784,7.969
119,7.483,16.639,15.794,8.053
120,7.503,16.709,15.803,8.123
121,7.54,16.777,15.82,8.2
122,7.579,16.837,15.849,8.267
123,7.614,16.897,15.879,8.336
124,7.648,16.963,15.913,8.408
125,7.688,17.023,15.957,8.464
126,7.733,17.088,16.012,8.519
127,7.773,17.148,16.063,8.569
128,7.817,17.204,16.123,8.611
129,7.855,17.264,16.183,8.65
130,7.889,17.332,16.249,8.693
131,7.923,17.392,16.309,8.733
132,7.966,17.458,16.378,8.767
133,8.006,17.518,16.448,8.792
134,8.045,17.578,16.518,8.802
135,8.085,17.638,16.588,8.795
136,8.131,17.701,16.665,8.78
137,8.173,17.757,16.735,8.76
138,8.222,17.808,16.805,8.739
139,8.282,17.857,16.88,8.707
140,8.34,17.897,16.94,8.673
141,8.395,17.94,17.0,8.636
142,8.463,17.979,17.066,8.594
143,8.554,18.007,17.138,8.534
144,8.624,18.023,17.19,8.485
145,8.694,18.034,17.24,8.435
146,8.771,18.034,17.295,8.38
147,8.841,18.032,17.337,8.322
148,8.911,18.018,17.375,8.262
149,8.988,18.002,17.418,8.196
150,9.058,17.989,17.448,8.132
151,9.127,17.966,17.462,8.062
152,9.194,17.932,17.469,7.985
153,9.254,17.899,17.471,7.915
154,9.314,17.859,17.471,7.845
155,9.398,17.803,17.451,7.747
156,9.462,17.759,17.424,7.67
157,9.524,17.713,17.395,7.595
158,9.574,17.663,17.356,7.535
159,9.629,17.608,17.32,7.465
160,9.673,17.552,17.282,7.405
161,9.71,17.486,17.229,7.348
162,9.737,17.418,17.179,7.298
163,9.765,17.341,17.119,7.247
164,9.789,17.273,17.061,7.203
165,9.801,17.196,16.995,7.159
166,9.811,17.126,16.934,7.125
167,9.825,17.049,16.862,7.093
168,9.841,16.972,16.785,7.065
169,9.86,16.902,16.715,7.044
170,9.873,16.825,16.638,7.039
171,9.879,16.748,16.561,7.044
172,9.885,16.678,16.491,7.054
173,9.884,16.601,16.414,7.066
174,9.865,16.532,16.344,7.091
175,9.835,16.471,16.284,7.129
176,9.8,16.411,16.224,7.17
177,9.758,16.345,16.158,7.214
178,9.722,16.273,16.086,7.262
179,9.689,16.207,16.021,7.31
180,9.655,16.147,15.971,7.36
181,9.606,16.097,15.921,7.41
182,9.55,16.043,15.866,7.465
183,9.496,15.997,15.81,7.512
184,9.439,15.954,15.76,7.563
185,9.389,15.904,15.719,7.623
186,9.321,15.852,15.671,7.695
187,9.261,15.818,15.637,7.757
188,9.182,15.784,15.615,7.841
189,9.107,15.757,15.601,7.918
190,9.03,15.735,15.589,7.995
191,8.946,15.712,15.564,8.079
192,8.876,15.698,15.551,8.149
193,8.806,15.678,15.535,8.219
194,8.729,15.676,15.513,8.296
195,8.659,15.685,15.499,8.366
196,8.575,15.7,15.485,8.45
197,8.498,15.723,15.475,8.527
198,8.438,15.758,15.467,8.597
199,8.384,15.803,15.466,8.667
200,8.327,15.852,15.471,8.744
201,8.275,15.897,15.479,8.814
202,8.225,15.946,15.497,8.884
203,8.179,16.0,15.517,8.954
204,8.14,16.066,15.551,9.026
205,8.106,16.126,15.591,9.086
206,8.069,16.192,15.635,9.151
207,8.03,16.252,15.69,9.198
208,7.993,16.312,15.75,9.238
209,7.96,16.38,15.824,9.268
210,7.94,16.45,15.894,9.273
211,7.931,16.52,15.964,9.275
212,7.926,16.597,16.041,9.284
213,7.927,16.667,16.111,9.285
214,7.933,16.737,16.181,9.272
215,7.947,16.814,16.258,9.259
216,7.967,16.884,16.328,9.249
217,7.986,16.954,16.398,9.235
218,8.02,17.034,16.482,9.211
219,8.064,17.1,16.557,9.18
220,8.115,17.159,16.629,9.147
221,8.172,17.202,16.699,9.121
222,8.238,17.239,16.776,9.094
223,8.299,17.27,16.844,9.068
224,8.368,17.295,16.904,9.03
225,8.445,17.32,16.96,8.975
226,8.515,17.335,17.0,8.915
227,8.599,17.357,17.046,8.843
228,8.669,17.367,17.076,8.782
229,8.753,17.367,17.11,8.703
230,8.83,17.349,17.137,8.626
231,8.9,17.332,17.144,8.556
232,8.97,17.315,17.145,8.486
233,9.047,17.305,17.143,8.409
234,9.117,17.302,17.128,8.339
235,9.194,17.296,17.094,8.268
236,9.264,17.29,17.047,8.214
237,9.341,17.279,16.991,8.159
238,9.411,17.264,16.936,8.111
239,9.475,17.236,16.876,8.071
240,9.538,17.19,16.81,8.027
241,9.588,17.14,16.75,7.988
242,9.641,17.083,16.681,7.955
243,9.692,17.024,16.604,7.932
244,9.726,16.964,16.534,7.912
245,9.749,16.895,16.464,7.892
246,9.766,16.818,16.387,7.883
247,9.764,16.748,16.317,7.888
248,9.754,16.678,16.247,7.892
249,9.737,16.601,16.17,7.904
250,9.717,16.531,16.1,7.914
251,9.695,16.461,16.03,7.925
252,9.671,16.377,15.946,7.949
253,9.649,16.3,15.869,7.977
254,9.626,16.232,15.799,7.998
255,9.593,16.161,15.722,8.02
256,9.564,16.096,15.658,8.052
257,9.518,16.034,15.598,8.102
258,9.464,15.988,15.555,8.159
259,9.392,15.956,15.511,8.225
260,9.315,15.94,15.467,8.291
261,9.245,15.94,15.44,8.357
262,9.168,15.955,15.426,8.434
263,9.098,15.972,15.417,8.504
264,9.021,15.994,15.421,8.581
265,8.946,16.019,15.444,8.657
266,8.886,16.05,15.474,8.72
267,8.82,16.083,15.515,8.786
268,8.754,16.137,15.574,8.848
269,8.694,16.187,15.64,8.892
270,8.629,16.242,15.712,8.939
271,8.582,16.295,15.772,8.978
272,8.539,16.36,15.842,9.012
273,8.506,16.42,15.91,9.041
274,8.478,16.486,15.98,9.059
275,8.458,16.563,16.057,9.072
276,8.439,16.633,16.127,9.079
277,8.421,16.71,16.204,9.079
278,8.392,16.777,16.274,9.088
279,8.368,16.847,16.344,9.089
280,8.355,16.924,16.421,9.089
281,8.348,16.994,16.491,9.086
282,8.346,17.064,16.561,9.075
283,8.347,17.141,16.638,9.057
284,8.345,17.211,16.708,9.029
285,8.348,17.288,16.785,8.997
286,8.353,17.358,16.851,8.967
287,8.37,17.428,16.912,8.931
288,8.391,17.505,16.978,8.886
289,8.412,17.575,17.034,8.841
290,8.43,17.645,17.081,8.785
291,8.451,17.722,17.123,8.719
292,8.472,17.792,17.152,8.652
293,8.514,17.873,17.187,8.563
294,8.552,17.933,17.209,8.493
295,8.609,17.986,17.23,8.416
296,8.669,18.02,17.25,8.346
297,8.735,18.047,17.264,8.276
298,8.812,18.066,17.264,8.199
299,8.882,18.066,17.258,8.129
300,8.959,18.053,17.255,8.052
301,9.029,18.034,17.244,7.982
302,9.098,18.011,17.224,7.912
303,9.167,17.976,17.191,7.845
304,9.227,17.938,17.161,7.785
305,9.287,17.898,17.131,7.724
306,9.352,17.853,17.099,7.65
307,9.405,17.806,17.057,7.592
308,9.449,17.75,17.011,7.538
309,9.495,17.686,16.953,7.485
310,9.526,17.624,16.893,7.447
311,9.542,17.547,16.827,7.411
312,9.547,17.477,16.765,7.38
313,9.544,17.4,16.688,7.354
314,9.535,17.33,16.618,7.334
315,9.518,17.26,16.548,7.322
316,9.487,17.19,16.471,7.329
317,9.456,17.129,16.401,7.34
318,9.426,17.068,16.331,7.351
319,9.386,17.002,16.254,7.364
320,9.342,16.949,16.184,7.376
321,9.287,16.894,16.107,7.398
322,9.232,16.85,16.038,7.427
323,9.172,16.817,15.975,7.457
324,9.104,16.784,15.909,7.5
325,9.036,16.756,15.859,7.55
326,8.959,16.731,15.807,7.609
327,8.889,16.71,15.761,7.664
328,8.819,16.692,15.714,7.718
329,8.742,16.684,15.675,7.784
330,8.672,16.684,15.648,7.85
331,8.602,16.691,15.628,7.92
332,8.526,16.716,15.612,7.997
333,8.453,16.752,15.588,8.081
334,8.397,16.794,15.575,8.151
335,8.352,16.849,15.569,8.221
336,8.321,16.921,15.56,8.298
337,8.304,16.991,15.551,8.368
338,8.3,17.061,15.548,8.438
339,8.308,17.138,15.542,8.515
340,8.313,17.208,15.55,8.585
341,8.332,17.285,15.582,8.654
342,8.359,17.349,15.616,8.714
343,8.397,17.408,15.646,8.777
344,8.457,17.458,15.681,8.844
345,8.517,17.498,15.721,8.904
346,8.585,17.535,15.765,8.97
347,8.651,17.564,15.805,9.03
348,8.717,17.589,15.846,9.089
349,8.794,17.605,15.897,9.148
350,8.864,17.614,15.947,9.198
351,8.941,17.602,16.013,9.244
352,9.007,17.576,16.073,9.277
353,9.073,17.533,16.141,9.31
354,9.131,17.491,16.211,9.333
355,9.181,17.441,16.281,9.35
356,9.236,17.386,16.358,9.37
357,9.285,17.325,16.435,9.376
358,9.328,17.259,16.512,9.365
359,9.358,17.193,16.582,9.34
360,9.382,17.109,16.654,9.296
361,9.391,17.039,16.706,9.248
362,9.385,16.969,16.752,9.194
363,9.367,16.892,16.799,9.13
364,9.348,16.822,16.841,9.073
365,9.321,16.757,16.875,9.012
366,9.279,16.691,16.897,8.935
367,9.236,16.636,16.913,8.865
368,9.186,16.586,16.926,8.795
369,9.131,16.531,16.936,8.718
370,9.072,16.49,16.941,8.648
371,9.001,16.46,16.941,8.571
372,8.931,16.443,16.935,8.501
373,8.861,16.435,16.926,8.431
374,8.784,16.435,16.908,8.354
375,8.714,16.439,16.875,8.289
376,8.644,16.44,16.835,8.229
377,8.567,16.438,16.775,8.178
378,8.497,16.438,16.709,8.151
379,8.42,16.444,16.632,8.129
380,8.35,16.454,16.565,8.1
381,8.28,16.474,16.495,8.077
382,8.214,16.516,16.418,8.056
383,8.155,16.557,16.348,8.039
384,8.088,16.608,16.264,8.034
385,8.025,16.655,16.187,8.031
386,7.983,16.713,16.117,8.033
387,7.943,16.773,16.047,8.042
388,7.9,16.839,15.97,8.059
389,7.855,16.894,15.9,8.079
390,7.802,16.95,15.823,8.101
391,7.764,17.01,15.753,8.124
392,7.74,17.076,15.687,8.151
393,7.727,17.153,15.621,8.193
394,7.723,17.223,15.562,8.236
395,7.732,17.293,15.512,8.289
396,7.739,17.37,15.469,8.355
397,7.754,17.447,15.434,8.423
398,7.776,17.516,15.408,8.493
399,7.8,17.592,15.387,8.57
400,7.835,17.652,15.373,8.64
401,7.879,17.718,15.371,8.717
402,7.919,17.778,15.382,8.787
403,7.959,17.838,15.405,8.857
404,8.005,17.901,15.445,8.924
405,8.054,17.951,15.492,8.977
406,8.111,17.994,15.549,9.021
407,8.176,18.039,15.616,9.06
408,8.236,18.078,15.686,9.083
409,8.302,18.118,15.763,9.104
410,8.362,18.15,15.833,9.112
411,8.43,18.175,15.903,9.113
412,8.507,18.19,15.98,9.114
413,8.577,18.196,16.05,9.111
414,8.654,18.196,16.127,9.102
415,8.724,18.196,16.197,9.084
416,8.794,18.198,16.267,9.057
417,8.878,18.178,16.342,9.02
418,8.938,18.148,16.4,8.98
419,9.004,18.115,16.455,8.925
420,9.064,18.08,16.501,8.869
421,9.127,18.023,16.545,8.797
422,9.177,17.973,16.572,8.728
423,9.232,17.918,16.61,8.662
424,9.278,17.864,16.637,8.596
425,9.314,17.798,16.658,8.519
426,9.344,17.737,16.668,8.449
427,9.378,17.669,16.666,8.372
428,9.4,17.585,16.668,8.288
429,9.41,17.515,16.664,8.218
430,9.423,17.445,16.661,8.148
431,9.443,17.368,16.642,8.071
432,9.449,17.298,16.621,8.001
433,9.432,17.207,16.586,7.91
434,9.401,17.144,16.56,7.84
435,9.361,17.084,16.525,7.78
436,9.318,17.018,16.479,7.715
437,9.267,16.959,16.425,7.658
438,9.213,16.913,16.375,7.608
439,9.147,16.869,16.32,7.553
440,9.087,16.83,16.264,7.509
441,9.015,16.791,16.194,7.457
442,8.953,16.76,16.134,7.417
443,8.876,16.741,16.068,7.37
444,8.799,16.74,16.002,7.328
445,8.729,16.75,15.941,7.296
446,8.652,16.761,15.875,7.26
447,8.554,16.779,15.786,7.214
448,8.477,16.791,15.709,7.192
449,8.408,16.817,15.639,7.177
450,8.342,16.854,15.562,7.171
451,8.276,16.898,15.485,7.175
452,8.222,16.943,15.415,7.186
453,8.178,17.009,15.34,7.214
454,8.133,17.064,15.28,7.255
455,8.08,17.121,15.223,7.31
456,8.017,17.188,15.158,7.377
457,7.967,17.238,15.122,7.439
458,7.917,17.288,15.093,7.509
459,7.871,17.352,15.074,7.586
460,7.839,17.412,15.064,7.656
461,7.806,17.479,15.061,7.733
462,7.774,17.553,15.065,7.81
463,7.753,17.63,15.081,7.887
464,7.744,17.7,15.1,7.957
465,7.74,17.77,15.125,8.027
466,7.745,17.847,15.159,8.098
467,7.754,17.917,15.197,8.158
468,7.77,17.987,15.237,8.218
469,7.784,18.064,15.281,8.284
470,7.797,18.134,15.324,8.341
471,7.81,18.211,15.379,8.396
472,7.829,18.281,15.429,8.446
473,7.851,18.351,15.48,8.495
474,7.892,18.416,15.541,8.546
475,7.937,18.468,15.601,8.588
476,7.994,18.521,15.667,8.629
477,8.054,18.561,15.73,8.66
478,8.114,18.6,15.796,8.69
479,8.177,18.646,15.873,8.711
480,8.235,18.688,15.943,8.731
481,8.295,18.728,16.013,8.748
482,8.361,18.772,16.09,8.75
483,8.426,18.802,16.16,8.747
484,8.503,18.81,16.237,8.747
485,8.573,18.817,16.307,8.733
486,8.643,18.822,16.377,8.715
487,8.727,18.813,16.451,8.674
488,8.797,18.803,16.511,8.634
489,8.867,18.785,16.571,8.594
490,8.933,18.746,16.628,8.539
491,8.986,18.699,16.675,8.482
492,9.033,18.646,16.719,8.426
493,9.078,18.581,16.755,8.355
494,9.119,18.503,16.778,8.264
495,9.149,18.438,16.792,8.194
496,9.169,18.368,16.796,8.124
497,9.178,18.291,16.794,8.047
498,9.188,18.221,16.786,7.977
499,9.198,18.151,16.775,7.907
500,9.205,18.074,16.752,7.83
501,9.207,18.004,16.732,7.76
502,9.218,17.927,16.702,7.685
503,9.231,17.857,16.666,7.625
504,9.243,17.787,16.635,7.561
505,9.259,17.71,16.604,7.484
506,9.267,17.64,16.568,7.424
507,9.271,17.57,16.524,7.367
508,9.271,17.493,16.479,7.301
509,9.261,17.423,16.426,7.254
510,9.25,17.346,16.36,7.212
511,9.235,17.276,16.3,7.179
